${0},,
None,Aucun,
Not Found,
Not Saved,Non enregistré,
Not Submitted,
Not Transferred,
Notes,,
Nov,,
November,Novembre,
Number Display,
Number Series,Numéroter les séries,
Number of ${0},Numéro de ${0},
Number of Rows,
Numéro d'Identification Fiscale — 15-digit tax identification number assigned by the Algerian tax authority. Legally required on all invoices per Article 11 of the Commercial Code.,Numéro d'Identification Fiscale — numéro à 15 chiffres attribué par l'autorité fiscale algérienne. Obligatoire sur toutes les factures conformément à l'Article 11 du Code commercial.
Numéro d'Identification Nationale — legally mandatory per the 2026 Finance Law (required on the DAS declaration).,
Numéro d'Identification Statistique — statistical identification number assigned by the National Office of Statistics (ONS). Required on official documents.,Numéro d'Identification Statistique — numéro d'identification statistique attribué par le Bureau national de statistique (ONS). Requis sur les documents officiels.
Oct,,
October,Octobre,
Office Equipments,Équipements des locaux,
Office Maintenance Expenses,Frais d'entretien des locaux,
Office Rent,Location des locaux,
Okay,,
Onboarding Complete,Embauche finie,
One,,
Only From or To can be set for Manufacture,
Open,,
Open Count,Compte ouvert,
Open Documentation,
Open Folder,Ouvrir le dossier,
Open POS Shift,
Open Print View,
Open Print View if Print is available.,
Open Quick Search,
Open Report Print View,
Open Sales Invoice List,
Open Saved or Submitted Invoice List.,
Open the Export Wizard modal,
Opening (Cr),Ouverture (Cr),
Opening (Dr),Ouverture (Dr),
Opening Amount,
Opening Amounts,
Opening Balance Equity,Solde d'ouverture fonds propres,
Opening Balances,Soldes d'ouverture,
Opening Cash,
Opening Cash Amount can not be negative.,
Opening Cash In Denominations,
Opening Date,
Opening Entry,Ouvrir l'entrée,
Opening Shift,
Opportunity,,
Options,,
Orange,,
Organisation,Organisation,
Other,,
Out stock,
Outflow,Dépenses,
Outstanding,,
Outstanding Amount,Montant impayé,
Overtime,,
Overtime Rate,Taux des heures supplémentaires,
Overtime Total,
POS,,
POS Closing Shift,
POS Counter Cash Account is not set. Please set it on POS Settings,
POS Customer,
POS Inventory is not set. Please set it on POS Settings,
POS Opening Shift,
POS Print Template,
POS Profile,
POS Settings,
POS Shift Amount,
POS UI,
POS Write Off Account is not set. Please set it on POS Settings,
Pad Zeros,Remplir de zéros,
Page,,
Paid,Payé,
Paid ${0},
Paid Change,
Paisa,,
Parent,,
Parent Account,Compte parent,
Part-time,Temps partiel,
Partly Paid,
Partly Paid ${0},
Party,Partie,
Patch Run,Exécuter les correctifs,
Paternity,Paternité,
Pay,Payer,
Pay & Print,
Pay And Print Button Colour,
Pay Button Colour,
Pay Period,Période de paie,
Payable,Payable,
Payment,Paiement,
Payment ${0} is Saved,
Payment Account,Compte de paiement,
Payment For,Paiement pour,
Payment Method,Mode de paiement,
Payment No,N° de Paiement,
Payment Number Series,
Payment Print Template,
Payment Reference,Référence du paiement,
Payment Type,Type de paiement,
Payment amount cannot be ${0}.,Le montant du paiement ne peut pas être ${0}.,
Payment amount cannot be less than zero.,Le montant du paiement ne peut être inférieur à zéro.,
Payment amount cannot exceed ${0}.,Le montant du paiement ne peut pas dépasser ${0}.,
Payment amount: ${0} should be greater than 0.,Le montant du paiement : ${0} doit être supérieur à 0.,
Payment amount: ${0} should be less than Outstanding amount: ${1}.,Montant du paiement : ${0} doit être inférieur au montant restant : ${1}.,
"Payment of ${0} will be made from account ""${1}"" to account ""${2}"" on Submit."
Payments,Paiements,
Payroll,,
Payroll Breakdown,
Payroll Payable,Paie à payer,
Payroll Settings,Paramètres de paie,
Pending,,
Pending qty. ${0},Qué. en attente ${0},
Period,,
Periodicity,Périodicité,
Personal,,
Phone,Téléphone,
Pick Columns,
Pick Import Columns,
Pink,Rose,
Place,Lieu,
Place of Supply,
Place of supply,Lieu d'approvisionnement,
Plants and Machineries,Usines et Machineries,
Please Wait,Veuillez patienter,
Please add a customer before saving,
Please add items,
Please check Key Hints for valid key names,
Please create a ${0} entry to view Template Preview.,
Please fill all values.,
Please restart and try again.,
Please select a Print Template,
Please select a batch first,
Please select a customer,
Please select a payment method before proceeding with payment.,
Please select a payment method before submitting.,
Please select a valid reference type.,S'il-vous-plaît sélectionnez un type de référence valide.,
Please set GSTIN in General Settings.,
Please set Round Off Account in the Settings.,Veuillez définir le compte d'arrondi dans les paramètres,
Please set a Display Doc,
Point of Sale,
Points must be greater than 0,
Points must be greather than 0,
Pos Print Width,
Pos Ui,
Postal Code,Code postal,
Postal Expenses,Dépenses postales,
Posting Date,Date d'affichage,
Prefix,Préfixe,
Present,Présent,
Price Discount,
Price Discount Scheme,
Price Discount Type,
Price List,
Price List Item,
Pricing Rule,
Pricing Rule Detail,
Pricing Rule Item,
Prime Bank,Banque de confiance,
Print,Imprimer,
Print ${0},
Print Failed,
Print Settings,Paramètres d'impression,
Print Setup,
Print Successful,
Print Template,
Print Template Name not set,
Print Template is empty,
Print Templates,
Print View,
Print and Stationery,Impression et papeterie,
Priority,,
Processed,,
Product,Produit,
Product Discount,
Product Discount Scheme,
Professional Abatement,Abattement professionnel,
Professional Expense Abatement Rate,Taux d'abattement pour frais professionnels,
Professional expense abatement as a percentage of net social. Default 40%.,Abattement pour frais professionnels en pourcentage du net social. Par défaut 40 %.,
Profile,,
Profit And Loss,Profits et pertes,
Profit and Loss,Profits et pertes,
Purchase,Achat,
Purchase Acc.,
Purchase Amount,
Purchase Invoice,Facture d'achats,
Purchase Invoice Item,Facture d'achat d'articles,
Purchase Invoice Number Series,
Purchase Invoice Print Template,
Purchase Invoice Terms,
Purchase Invoices,Factures d'achats,
Purchase Item,
Purchase Item Created,Article acheté créé,
Purchase Items,Articles achetés,
Purchase Payment,
Purchase Payment Account,
Purchase Payments,Paiements d'achats,
Purchase Receipt,
Purchase Receipt Item,
Purchase Receipt Location,
Purchase Receipt Number Series,
Purchase Receipt Print Template,
Purchase Receipt Terms,
Purchases,Achats,
Purple,Violet,
Purpose,,
Q1 (Jan–Mar),T1 (janv.–mars),
Q2 (Apr–Jun),T2 (avr.–juin),
Q3 (Jul–Sep),T3 (juill.–sept.),
Q4 (Oct–Dec),T4 (oct.–déc.),
Qty,,
Qty in Batch,Qué dans le lot,
Qty. ${0},Qué. ${0},
Qty. in Transfer Unit,
Quantity,Quantité,
Quantity (${0}) has to be greater than zero,
Quantity and Amount,
Quantity must be greater than zero.,
Quantity needs to be set,
Quarter,Trimestre,
Quarterly,Trimestriel,
Quarterly Wage Declaration (DTS),Déclaration trimestrielle des salaires (DTS),
Quarters,Trimestres,
Quick Search,
Quick edit error: ${0} entry has no name.,
Quotation,,
Quote,Devis,
Quote Reference,Référence du devis,
RC,RC,
RC number,Numéro RC
Rate,Tarif,
Rate (${0}) cannot be less zero.,Le Tarif (${0}) ne peut pas être inférieur à zéro.,
Rate (${0}) has to be greater than zero,
Rate can't be negative.,Le tarif ne peut pas être négatif.,
Rate needs to be set,
Raw Value: ${0},
Receivable,Recevable,
Receive,Recevoir,
Recent,,
Recurse Every (As Per Transaction Unit),
Red,Rouge,
Redeem Loyalty Points,
Ref Name,Nom de Réf,
Ref Type,Type de Réf,
Ref. / Cheque No.,Réf. / N° de chèque,
Ref. Date,Réf. Date,
Ref. Name,Réf. Nom,
Ref. Type,Réf. Type,
Reference,Référence,
Reference Date,Date de référence,
Reference Id not set.,
Reference Number,Numéro de référence,
Reference Type,Type de référence,
References,,
Register Instance,
Registered Regular,
Registre de Commerce — commercial register number. Required for businesses with commercial activity.,Registre de Commerce — numéro du registre commercial. Requis pour les entreprises commerciales.
Rejected,,
Reload Frappe Books?,
Remark,Remarque,
Remove Filter,
Replied,,
Report,Rapport,
Report Error,Rapport d'erreur,
Report Issue,Rapporter un problème,
Report will use more than one page if required.,
Reports,Rapports,
Required fields not selected: ${0},
Rest Day / Holiday,
Retained Earnings,Bénéfices non distribués,
Return,,
Return Against,
Return Button Colour,
Return Issued,
Reverse Chrg.,Auto-liquidation,
Reverted,Rétabli,
Reverts,Rétablis,
Review Accounts,Révision des Comptes,
"Review your chart of accounts, add any account or tax heads as needed","Regarder votre graphique de compte, ajouter des comptes ou des taxes au besoin"
Right Index,Index droit,
Role,Rôle,
Root Type,Type d'origine,
Round,,
Round Free Item Quantity,
Round Off,Arrondir,
Round Off Account,Arrondir le compte,
Round Off Account Not Found,Compte d'arrondi non trouvé,
Rounded Off,Arrondis,
Rounding Method,
Row ${0},
SNMG,SNMG,
SNMG (Minimum Wage Floor),SNMG (Seuil de salaire minimum),
Sa,Sa,
Salaire National Minimum Général — minimum monthly wage floor in DZD. Gross salaries below this produce a non-blocking warning.,Salaire national minimum général — seuil de salaire minimum mensuel en DZD. Les salaires bruts en dessous de ce seuil génèrent un avertissement non bloquant.,
Salary,Salaire,
Salary Earning,Gain salarial,
Salary Slip,
Salary Slips,
Sales,Ventes,
Sales Acc.,
Sales Expenses,Frais de vente,
Sales Invoice,Facture de vente,
Sales Invoice ${0} is Saved,
Sales Invoice ${0} is Submitted,
Sales Invoice Item,Facture de vente d'article,
Sales Invoice List,
Sales Invoice Number Series,
Sales Invoice Print Template,
Sales Invoice Terms,
Sales Invoices,Factures des ventes,
Sales Item,
Sales Item Created,Article en vente créé,
Sales Items,Articles en vente,
Sales Payment,
Sales Payment Account,
Sales Payments,Paiement des ventes,
Sales Quote,Devis,
Sales Quote Item,
Sales Quote Number Series,
Sales Quote Print Template,
Sales Quotes,Devis,
Sales and Purchase,
Save,Enregistrer,
Save ${0}?,
Save Button Colour,
Save Customizations,
Save Template,Enregistrer le modèle,
Save Template File,
Save and Continue,
Save as PDF,Enregistrer en PDF,
Save as PDF Successful,Enregistré en PDF avec succès,
Save changes made to ${0}?,
Save or Submit an entry.,
Saved,Enregistré,
Search Item (Name or Barcode),
Secured Loans,Prêts garantis,
Securities and Deposits,Titres et dépôts,
Select,Sélectionner,
Select CoA,Sélectionner le CoA,
Select Color,Sélectionner la couleur,
Select Colour,
Select Country,Sélectionner le pays,
Select File,Sélectionner le fichier,
Select Image,Sélectionner l'image,
Select Template File,
Select a Display Doc to view the Template,
Select a Template type,
Select a form type to customize,
"Select a pre-defined page size, or set a custom page size for your Print Template."
Select column,
Select file,Sélectionnez un fichier,
Select folder,Sélectionner un dossier,
Select the Batch,
Select the template type.,
Selected,Sélectionné,
Sep,,
September,Septembre,
Serial Number,
Serial Number ${0} does not belong to the item ${1}.,
Serial Number ${0} does not exist.,
Serial Number ${0} is not Active.,
Serial Number ${0} is not Inactive,
Serial Number ${0} status is not Active.,
Serial Number Description,
Serial Number Series,
"Serial Number Series cannot contain the following characters: /, ?, &, =, %"
Serial Number Status,
Serial Number is enabled for Item ${0},
Serial Number is not enabled for Item ${0},
Serial Number not set for row ${0}.,
Serial Number set for row ${0}.,
Service,,
Set Coupon Code,
Set Discount Amount,Définir le montant de la réduction,
Set Loyalty Program,
Set Period,
Set Price List,
Set Print Size,Définir le format de page,
Set Template Type,Définir le type de modèle,
Set Up,Configurer,
Set Up Your Workspace,Configurez votre espace de travail,
Set a Template value to see the Print Template,
Set an Import Type,Définir un type d'Import,
Set the display language.,Définir une langue d'affichage,
Set the local code. This is used for number formatting.,"Définissez le code local, il est utilisé pour le formatage des numéros."
Set up a custom header and/or footer for print templates. These appear at the top and bottom of every printed page.,Configurer un en-tête et/ou pied de page personnalisés pour les modèles d'impression. Ils apparaissent en haut et en bas de chaque page imprimée.
"Set up your company information, email, country and fiscal year","Configurez les informations de votre entreprise tel que l’e-mail, le pays, et l'année fiscale"
Set up your opening balances before performing any accounting entries,Configurez votre solde bancaire de base avant d'enregistrer une entrée comptable,
Set up your organization,Configurer votre organisation,
Set up your tax templates for your sales or purchase transactions,Configurez votre modèle de taxe pour vos ventes ou transactions d'achats,
Sets how many digits are shown after the decimal point.,Définit le nombre de chiffres affichés après le point décimal.,
Sets the app-wide date display format.,Définit le format d'affichage de la date pour l'application.,
Sets the internal precision used for monetary calculations. Above 6 should be sufficient for most currencies.,Définit la précision interne utilisée pour les calculs monétaires. Une précision supérieure à 6 devrait être suffisante pour la plupart des monnaies.,
Sets the theme of the app.,
Setting Up Instance,Paramétrage de l'Instance,
Settings,Paramètres,
Setup,Configuration,
Setup Complete,Configuration terminée,
Setup Wizard,Assistant de configuration,
Setup system defaults like date format and display precision,Configurez les unités par défaut du système comme le format de la date ou la précision d'affichage des chiffres,
Seven,,
Seventeen,,
Seventy,,
"Share capital (Capital Social) — the company's subscribed share capital in DZD. Relevant for SARL, EURL, and SPA company types; optional for sole proprietors.","Capital social — le capital souscrit de l'entreprise en DZD. Pertinent pour les types société SARL, EURL et SPA ; optionnel pour les entrepreneurs individuels."
Shipment,,
Shipment ${0} is Submitted,
Shipment Item,
Shipment Location,
Shipment Number Series,
Shipment Print Template,
Shipment Terms,
Shortcuts,Raccourcis,
Should entries be submitted after syncing?,Les entrées doivent-elles être validées après avoir été synchronisées ?,
Show CNAS Employer Article Number on Documents,Afficher le numéro d'article CNAS de l'employeur sur les documents
Show Capital Social on Documents,Afficher le Capital Social sur les documents
Show HSN,
Show Me,Montre Moi,
Show Month/Year,
Show NIF on Documents,Afficher le NIF sur les documents
Show NIS on Documents,Afficher le NIS sur les documents
Show RC on Documents,Afficher le RC sur les documents
Sick Leave,Congé maladie,
Similar Product,
Single Value,Une seule valeur,
Six,,
Sixteen,,
Sixty,,
Skip Child Tables,Sauter les sous-tables,
Skip Transactions,Sauter les transactions,
Smallest Currency Fraction Value,Valeur de la plus petite fraction de la monnaie,
Softwares,Logiciels,
Something has gone terribly wrong. Please check the console and raise an issue.,Quelque chose s'est terriblement mal passé. Veuillez vérifier la console et rapportez le problème.,
Source of Funds (Liabilities),Source des fonds (passif),
Standard Chart of Accounts,Graphique Standard des Comptes,
Start,Début,
Start Date,Date de début,
Start From Row Index,
State,État,
State Tax,Taxe d'État,
Status,Statut,
Statutory Reports,
Stock,,
Stock Adjustment,Ajustement des stocks,
Stock Assets,Actifs en stock,
Stock Balance,
Stock Entries,
Stock Expenses,Dépenses du Stock,
Stock In Hand,Stock en main,
Stock In Hand Acc.,
Stock Ledger,
Stock Ledger Entry,
Stock Liabilities,Sommes dues sur le Stock,
Stock Movement,
Stock Movement Item,
Stock Movement No.,
Stock Movement Number Series,
Stock Movement Print Template,
Stock Movements,
Stock Not Received,
Stock Not Shipped,
Stock Not Transferred,
Stock Received But Not Billed,Stock reçu mais non facturé,
Stock Received But Not Billed Acc.,
Stock Transfer Item,
Stock Unit,
StockTransfer,,
Stores,,
Su,Di,
Submit,Soumettre,
Submit ${0}?,
Submit Button Colour,
Submit entries?,
Submitted,Soumis,
Success,,
Supplier,Fournisseur,
Supplier Created,Fournisseur créé,
Suppliers,Fournisseurs,
Symbol,Symbole,
Sync Data From Server,
Sync Data To ERPNext,
Sync Data To Server,
Sync Settings,
System,Système,
System Settings,Paramètres du système,
System Setup,Configuration du système,
Table,,
Target,,
Tax,Taxe,
Tax Account,Compte de taxes,
Tax Amount,
Tax Assets,Actifs fiscaux,
Tax Detail,Détail des taxes,
Tax ID,Numéro d'identification fiscale,
Tax Invoice Account,
Tax Payment Account,
Tax Rate,
Tax Summary,relevé fiscal,
Tax Template,
Tax Templates,
Tax and Totals,
Taxable Base,Base imposable,
Taxable Value,Valeur imposable,
Taxed Amount,Montant taxé,
Taxes,Taxes,
Taxes and Charges,
Teal,Bleu Sarcelle,
Telephone Expenses,Frais téléphonique,
Template,Modèle,
Template Builder,
Template Compilation Error,
Template Name,
Template Type,
Template file saved,
Temporary,Temporaire,
Temporary Accounts,Comptes temporaires,
Temporary Opening,Ouverture temporaire,
Ten,,
Terms,Conditions,
Terms and Conditions,
Text,Texte,
Th,Je,
The Grand Total must be less than ${0} to apply this coupon.,
The Grand Total must exceed ${0} to apply the coupon ${1}.,
The following characters cannot be used ${0} in a Number Series name.,
The following items have insufficient quantity for Shipment: ${0},
Theme,,
Thirteen,,
Thirty,,
This Month,Ce mois,
This Quarter,Ce trimestre,
This Year,Cette année,
This action is permanent,Cette action est permanente,
This action is permanent and will cancel the following payment: ${0},Cette action est permanente et annulera le paiement suivant : ${0},
This action is permanent and will cancel the following payments: ${0},Cette action est permanente et annulera les paiements suivants : ${0},
This action is permanent and will delete associated ledger entries.,Cette action est permanente et supprimera les écritures dans le registre associés.,
This action is permanent.,Cette action est permanente,
Thousand,,
Three,,
Tier Name,
Times New Roman,
Title,,
To,,
To Account,Au compte,
To Account and From Account can't be the same: ${0},Le compte originaire et destinataire ne peut pas être le même : ${0},
To Date,À ce jour,
To Loc.,
To Year,À cette année,
Toggle Edit Mode,
Toggle Key Hints,
"Toggle Linked Entries widget, not available in Quick Edit view."
Toggle between Grid and List view,
Toggle between form and full width,
Toggle sidebar,
Toggle the Create filter,
Toggle the Docs filter,
Toggle the List filter,
Toggle the Page filter,
Toggle the Report filter,
Top Expenses,Dépenses principales,
Total,Total,
Total Amount,Montant total,
Total Asset (Debit),Actif total (débit),
Total Debit: ${0} must be equal to Total Credit: ${1},Le débit total: ${0} doit être égal au crédit total : ${1},
Total Discount,Remise totales,
Total Employer Cost,Coût total employeur,
Total Equity (Credit),Capitaux propres totaux (crédit),
Total Expense (Debit),Dépense totale (débit),
Total IRG Withheld,Total des retenues d'IRG,
Total Income (Credit),Revenu total (crédit),
Total Liability (Credit),Passif total (crédit),
Total Profit,Profit total,
Total Quantity,Quantité totale,
Total Spending,Dépenses totales,
Track Inventory,Tracer l'inventaire,
Transfer,Transfert,
Transfer No,
Transfer Quantity,
Transfer Type,Type de transfert,
Transfer Unit,
Transfer Unit ${0} is not applicable for Item ${1},
Transfer will cause future entries to have negative stock.,
Transport,,
Travel Expenses,Frais de transport,
Trial Balance,Balance comptable,
Tu,Ma,
Twelve,,
Twenty,,
Two,,
Type,Type,
Type to search...,Type à chercher...,
UOM,,
UOM Conversion Item,
UOM Conversions,
Unable to add an item to the return invoice.,
Unit,Unité,
Unit Type,Type d'unité,
Unpaid,Impayé,
Unpaid ${0},
Unregistered,,
Unsecured Loans,Prêts non garantis,
Until Date,Date butoir,
Upper bound of the 0% IRG band (DZD).,Limite supérieure de la tranche d'IRG à 0 % (DZD).,
Upper bound of the 23% IRG band (DZD).,Limite supérieure de la tranche d'IRG à 23 % (DZD).,
Upper bound of the 27% IRG band (DZD).,Limite supérieure de la tranche d'IRG à 27 % (DZD).,
Use Full Width,
Use List Filters,
Used,,
User Remark,Remarque de l'utilisateur,
Utility Expenses,Dépenses de services publics,
Valid From,
Valid From Date should be greather than Pricing Rule's Valid From Date.,
Valid From Date should be less than Valid To Date.,
Valid To,
Valid To Date should be greater than Valid From Date.,
Valid To Date should be lesser than Pricing Rule's Valid To Date.,
Validation Error,
Validity,,
Validity and Usage,
Value,Valeur,
Value missing for ${0},Valeur manquante pour ${0},
Value: ${0},Valeur: ${0},
Version,Version,
Vertical space reserved at the bottom of each printed page for the footer.,Espace vertical réservé en bas de chaque page imprimée pour le pied de page.
Vertical space reserved at the top of each printed page for the header.,Espace vertical réservé en haut de chaque page imprimée pour l'en-tête.
View,Voir,
View Accounting Entries,
View Paid Invoices,
View Purchases,Voir les achats,
View Sales,Voir les ventes,
View Stock Entries,
View Unpaid Invoices,
View linked entries,
We,Me,
Weight Enabled Barcode,
Welcome to Frappe Books,Bienvenue chez Frappe Books,
"When enabled, removes all default filters applied across the system, showing all available options instead of filtered ones."
"When linking documents, if no match is found and filtering is in effect, allow to disable filters.","Lors de la sélection d'un document lié, autoriser à désactiver les filtres si aucun résultat n'est trouvé"
Width (in cm),Largeur (en cm),
Write Off,déduction,
Write Off Account,Compte des déduction fiscales,
Write Off Account ${0} does not exist. Please set Write Off Account in General Settings,
Write Off Account not set. Please set Write Off Account in General Settings,Compte des déduction fiscales no défini. Veuillez entrer un Compte des déduction fiscales dans les paramètres généraux,
Write Off Entry,Entrée de déductions fiscales,
YYYY-MM,,
Year,Année,
Year to Date,
Yearly,Annuel,
Years,Années,
Yellow,Jaune,
Yes,Oui,
Zero,,
and,,
check values and click on,Vérifiez les valeurs et cliquez sur,
field,,
held,,
in Batch ${0},
item Group,
john@doe.com,,
no need ${0} points to purchase this item,
only,,
to apply changes,pour appliquer les changements
"headerContent: text for Text mode, image file path for Image mode, or raw HTML for HTML mode. Supports {{ print.field }} interpolation.","Contenu de l'en-tête : texte pour le mode Texte, chemin de fichier image pour le mode Image, ou HTML brut pour le mode HTML. Prend en charge l'interpolation {{ print.field }}."
